sample_id,population,percentage,condition,treatment,sample_type,response
sample01702,cd4_t_cell,26.36,melanoma,miraclib,PBMC,no
sample01702,cd8_t_cell,27.58,melanoma,miraclib,PBMC,no
sample01702,monocyte,20.08,melanoma,miraclib,PBMC,no
sample01702,nk_cell,19.12,melanoma,miraclib,PBMC,no
sample01703,b_cell,17.3,melanoma,miraclib,PBMC,no
sample01703,cd4_t_cell,27.76,melanoma,miraclib,PBMC,no
sample01703,cd8_t_cell,20.05,melanoma,miraclib,PBMC,no
sample01703,monocyte,20.17,melanoma,miraclib,PBMC,no
sample01703,nk_cell,14.72,melanoma,miraclib,PBMC,no
sample01719,b_cell,9.72,melanoma,miraclib,PBMC,yes
sample01719,cd4_t_cell,28.2,melanoma,miraclib,PBMC,yes
sample01719,cd8_t_cell,17.98,melanoma,miraclib,PBMC,yes
sample01719,monocyte,28.97,melanoma,miraclib,PBMC,yes
sample01719,nk_cell,15.13,melanoma,miraclib,PBMC,yes
sample01720,b_cell,5.79,melanoma,miraclib,PBMC,yes
sample01720,cd4_t_cell,40.24,melanoma,miraclib,PBMC,yes
sample01720,cd8_t_cell,18.82,melanoma,miraclib,PBMC,yes
sample01720,monocyte,17.27,melanoma,miraclib,PBMC,yes
sample01720,nk_cell,17.88,melanoma,miraclib,PBMC,yes
sample01721,b_cell,17.19,melanoma,miraclib,PBMC,yes
sample01721,cd4_t_cell,35.48,melanoma,miraclib,PBMC,yes
sample01721,cd8_t_cell,23.71,melanoma,miraclib,PBMC,yes
sample01721,monocyte,13.01,melanoma,miraclib,PBMC,yes
sample01721,nk_cell,10.6,melanoma,miraclib,PBMC,yes
sample01722,b_cell,10.67,melanoma,miraclib,PBMC,no
sample01722,cd4_t_cell,34.38,melanoma,miraclib,PBMC,no
sample01722,cd8_t_cell,23.18,melanoma,miraclib,PBMC,no
sample01722,monocyte,17.09,melanoma,miraclib,PBMC,no
sample01722,nk_cell,14.67,melanoma,miraclib,PBMC,no
sample01723,b_cell,17.41,melanoma,miraclib,PBMC,no
sample01723,cd4_t_cell,37.07,melanoma,miraclib,PBMC,no
sample01723,cd8_t_cell,21.08,melanoma,miraclib,PBMC,no
sample01723,monocyte,16.82,melanoma,miraclib,PBMC,no
sample01723,nk_cell,7.62,melanoma,miraclib,PBMC,no
sample01724,b_cell,7.33,melanoma,miraclib,PBMC,no
sample01724,cd4_t_cell,34.61,melanoma,miraclib,PBMC,no
sample01724,cd8_t_cell,32.69,melanoma,miraclib,PBMC,no
sample01724,monocyte,14.74,melanoma,miraclib,PBMC,no
sample01724,nk_cell,10.64,melanoma,miraclib,PBMC,no
sample01728,b_cell,4.98,melanoma,miraclib,PBMC,yes
sample01728,cd4_t_cell,38.66,melanoma,miraclib,PBMC,yes
sample01728,cd8_t_cell,18.09,melanoma,miraclib,PBMC,yes
sample01728,monocyte,19.17,melanoma,miraclib,PBMC,yes
sample01728,nk_cell,19.1,melanoma,miraclib,PBMC,yes
sample01729,b_cell,6.38,melanoma,miraclib,PBMC,yes
sample01729,cd4_t_cell,28.7,melanoma,miraclib,PBMC,yes
sample01729,cd8_t_cell,29.28,melanoma,miraclib,PBMC,yes
sample01729,monocyte,21.65,melanoma,miraclib,PBMC,yes
sample01729,nk_cell,14.0,melanoma,miraclib,PBMC,yes
sample01730,b_cell,14.09,melanoma,miraclib,PBMC,yes
sample01730,cd4_t_cell,25.77,melanoma,miraclib,PBMC,yes
sample01730,cd8_t_cell,28.02,melanoma,miraclib,PBMC,yes
sample01730,monocyte,20.67,melanoma,miraclib,PBMC,yes
sample01730,nk_cell,11.44,melanoma,miraclib,PBMC,yes
sample01752,b_cell,9.77,melanoma,miraclib,PBMC,no
sample01752,cd4_t_cell,29.55,melanoma,miraclib,PBMC,no
sample01752,cd8_t_cell,31.78,melanoma,miraclib,PBMC,no
sample01752,monocyte,18.33,melanoma,miraclib,PBMC,no
sample01752,nk_cell,10.56,melanoma,miraclib,PBMC,no
sample01753,b_cell,8.81,melanoma,miraclib,PBMC,no
sample01753,cd4_t_cell,29.24,melanoma,miraclib,PBMC,no
sample01753,cd8_t_cell,27.78,melanoma,miraclib,PBMC,no
sample01753,monocyte,19.63,melanoma,miraclib,PBMC,no
sample01753,nk_cell,14.55,melanoma,miraclib,PBMC,no
sample01754,b_cell,9.98,melanoma,miraclib,PBMC,no
sample01754,cd4_t_cell,30.68,melanoma,miraclib,PBMC,no
sample01754,cd8_t_cell,21.97,melanoma,miraclib,PBMC,no
sample01754,monocyte,19.56,melanoma,miraclib,PBMC,no
sample01754,nk_cell,17.8,melanoma,miraclib,PBMC,no
sample01755,b_cell,9.42,melanoma,miraclib,PBMC,yes
sample01755,cd4_t_cell,28.64,melanoma,miraclib,PBMC,yes
sample01755,cd8_t_cell,33.3,melanoma,miraclib,PBMC,yes
sample01755,monocyte,17.85,melanoma,miraclib,PBMC,yes
sample01755,nk_cell,10.79,melanoma,miraclib,PBMC,yes
sample01756,b_cell,8.93,melanoma,miraclib,PBMC,yes
sample01756,cd4_t_cell,29.81,melanoma,miraclib,PBMC,yes
sample01756,cd8_t_cell,26.7,melanoma,miraclib,PBMC,yes
sample01756,monocyte,18.25,melanoma,miraclib,PBMC,yes
sample01756,nk_cell,16.3,melanoma,miraclib,PBMC,yes
sample01757,b_cell,6.6,melanoma,miraclib,PBMC,yes
sample01757,cd4_t_cell,32.65,melanoma,miraclib,PBMC,yes
sample01757,cd8_t_cell,26.62,melanoma,miraclib,PBMC,yes
sample01757,monocyte,17.33,melanoma,miraclib,PBMC,yes
sample01757,nk_cell,16.81,melanoma,miraclib,PBMC,yes
sample01767,b_cell,8.7,melanoma,miraclib,PBMC,no
sample01767,cd4_t_cell,36.7,melanoma,miraclib,PBMC,no
sample01767,cd8_t_cell,29.1,melanoma,miraclib,PBMC,no
sample01767,monocyte,15.64,melanoma,miraclib,PBMC,no
sample01767,nk_cell,9.85,melanoma,miraclib,PBMC,no
sample01768,b_cell,10.03,melanoma,miraclib,PBMC,no
sample01768,cd4_t_cell,30.61,melanoma,miraclib,PBMC,no
sample01768,cd8_t_cell,20.57,melanoma,miraclib,PBMC,no
sample01768,monocyte,23.42,melanoma,miraclib,PBMC,no
sample01768,nk_cell,15.36,melanoma,miraclib,PBMC,no
sample01769,b_cell,12.11,melanoma,miraclib,PBMC,no
sample01769,cd4_t_cell,40.01,melanoma,miraclib,PBMC,no
sample01769,cd8_t_cell,19.54,melanoma,miraclib,PBMC,no
sample01769,monocyte,12.21,melanoma,miraclib,PBMC,no
sample01769,nk_cell,16.14,melanoma,miraclib,PBMC,no
sample01785,b_cell,8.89,melanoma,miraclib,PBMC,yes
sample01785,cd4_t_cell,27.48,melanoma,miraclib,PBMC,yes
sample01785,cd8_t_cell,20.09,melanoma,miraclib,PBMC,yes
sample01785,monocyte,26.4,melanoma,miraclib,PBMC,yes
sample01785,nk_cell,17.14,melanoma,miraclib,PBMC,yes
sample01786,b_cell,8.46,melanoma,miraclib,PBMC,yes
sample01786,cd4_t_cell,33.74,melanoma,miraclib,PBMC,yes
sample01786,cd8_t_cell,23.09,melanoma,miraclib,PBMC,yes
sample01786,monocyte,19.29,melanoma,miraclib,PBMC,yes
sample01786,nk_cell,15.41,melanoma,miraclib,PBMC,yes
sample01787,b_cell,5.95,melanoma,miraclib,PBMC,yes
sample01787,cd4_t_cell,42.52,melanoma,miraclib,PBMC,yes
sample01787,cd8_t_cell,22.37,melanoma,miraclib,PBMC,yes
sample01787,monocyte,11.81,melanoma,miraclib,PBMC,yes
sample01787,nk_cell,17.35,melanoma,miraclib,PBMC,yes
sample01803,b_cell,7.34,melanoma,miraclib,PBMC,no
sample01803,cd4_t_cell,26.78,melanoma,miraclib,PBMC,no
sample01803,cd8_t_cell,34.33,melanoma,miraclib,PBMC,no
sample01803,monocyte,18.04,melanoma,miraclib,PBMC,no
sample01803,nk_cell,13.5,melanoma,miraclib,PBMC,no
sample01804,b_cell,4.99,melanoma,miraclib,PBMC,no
sample01804,cd4_t_cell,26.01,melanoma,miraclib,PBMC,no
sample01804,cd8_t_cell,28.73,melanoma,miraclib,PBMC,no
sample01804,monocyte,16.93,melanoma,miraclib,PBMC,no
sample01804,nk_cell,23.33,melanoma,miraclib,PBMC,no
sample01805,b_cell,10.72,melanoma,miraclib,PBMC,no
sample01805,cd4_t_cell,40.78,melanoma,miraclib,PBMC,no
sample01805,cd8_t_cell,20.64,melanoma,miraclib,PBMC,no
sample01805,monocyte,17.12,melanoma,miraclib,PBMC,no
sample01805,nk_cell,10.75,melanoma,miraclib,PBMC,no
sample01809,b_cell,12.94,melanoma,miraclib,PBMC,no
sample01809,cd4_t_cell,33.85,melanoma,miraclib,PBMC,no
sample01809,cd8_t_cell,24.81,melanoma,miraclib,PBMC,no
sample01809,monocyte,15.66,melanoma,miraclib,PBMC,no
sample01809,nk_cell,12.74,melanoma,miraclib,PBMC,no
sample01810,b_cell,8.22,melanoma,miraclib,PBMC,no
sample01810,cd4_t_cell,32.48,melanoma,miraclib,PBMC,no
sample01810,cd8_t_cell,25.06,melanoma,miraclib,PBMC,no
sample01810,monocyte,20.53,melanoma,miraclib,PBMC,no
sample01810,nk_cell,13.7,melanoma,miraclib,PBMC,no
sample01811,b_cell,12.25,melanoma,miraclib,PBMC,no
sample01811,cd4_t_cell,28.12,melanoma,miraclib,PBMC,no
sample01811,cd8_t_cell,19.07,melanoma,miraclib,PBMC,no
sample01811,monocyte,17.16,melanoma,miraclib,PBMC,no
sample01811,nk_cell,23.41,melanoma,miraclib,PBMC,no
sample01812,b_cell,11.03,melanoma,miraclib,PBMC,no
sample01812,cd4_t_cell,25.29,melanoma,miraclib,PBMC,no
sample01812,cd8_t_cell,26.58,melanoma,miraclib,PBMC,no
sample01812,monocyte,23.82,melanoma,miraclib,PBMC,no
sample01812,nk_cell,13.29,melanoma,miraclib,PBMC,no
sample01813,b_cell,7.31,melanoma,miraclib,PBMC,no
sample01813,cd4_t_cell,26.48,melanoma,miraclib,PBMC,no
sample01813,cd8_t_cell,23.17,melanoma,miraclib,PBMC,no
sample01813,monocyte,29.76,melanoma,miraclib,PBMC,no
sample01813,nk_cell,13.27,melanoma,miraclib,PBMC,no
sample01814,b_cell,12.42,melanoma,miraclib,PBMC,no
sample01814,cd4_t_cell,30.2,melanoma,miraclib,PBMC,no
sample01814,cd8_t_cell,26.4,melanoma,miraclib,PBMC,no
sample01814,monocyte,16.66,melanoma,miraclib,PBMC,no
sample01814,nk_cell,14.31,melanoma,miraclib,PBMC,no
sample01815,b_cell,7.78,melanoma,miraclib,PBMC,yes
sample01815,cd4_t_cell,29.43,melanoma,miraclib,PBMC,yes
sample01815,cd8_t_cell,28.31,melanoma,miraclib,PBMC,yes
sample01815,monocyte,16.41,melanoma,miraclib,PBMC,yes
sample01815,nk_cell,18.07,melanoma,miraclib,PBMC,yes
sample01816,b_cell,5.34,melanoma,miraclib,PBMC,yes
sample01816,cd4_t_cell,34.86,melanoma,miraclib,PBMC,yes
sample01816,cd8_t_cell,29.66,melanoma,miraclib,PBMC,yes
sample01816,monocyte,15.31,melanoma,miraclib,PBMC,yes
sample01816,nk_cell,14.83,melanoma,miraclib,PBMC,yes
sample01817,b_cell,7.76,melanoma,miraclib,PBMC,yes
sample01817,cd4_t_cell,34.27,melanoma,miraclib,PBMC,yes
sample01817,cd8_t_cell,27.76,melanoma,miraclib,PBMC,yes
sample01817,monocyte,16.49,melanoma,miraclib,PBMC,yes
sample01817,nk_cell,13.72,melanoma,miraclib,PBMC,yes
sample01824,b_cell,11.74,melanoma,miraclib,PBMC,yes
sample01824,cd4_t_cell,34.73,melanoma,miraclib,PBMC,yes
sample01824,cd8_t_cell,22.43,melanoma,miraclib,PBMC,yes
sample01824,monocyte,19.98,melanoma,miraclib,PBMC,yes
sample01824,nk_cell,11.11,melanoma,miraclib,PBMC,yes
sample01825,b_cell,13.24,melanoma,miraclib,PBMC,yes
sample01825,cd4_t_cell,25.14,melanoma,miraclib,PBMC,yes
sample01825,cd8_t_cell,21.8,melanoma,miraclib,PBMC,yes
sample01825,monocyte,21.78,melanoma,miraclib,PBMC,yes
sample01825,nk_cell,18.04,melanoma,miraclib,PBMC,yes
sample01826,b_cell,7.59,melanoma,miraclib,PBMC,yes
sample01826,cd4_t_cell,33.75,melanoma,miraclib,PBMC,yes
sample01826,cd8_t_cell,19.52,melanoma,miraclib,PBMC,yes
sample01826,monocyte,22.33,melanoma,miraclib,PBMC,yes
sample01826,nk_cell,16.81,melanoma,miraclib,PBMC,yes
sample01830,b_cell,10.01,melanoma,miraclib,PBMC,yes
sample01830,cd4_t_cell,32.18,melanoma,miraclib,PBMC,yes
sample01830,cd8_t_cell,25.99,melanoma,miraclib,PBMC,yes
sample01830,monocyte,14.0,melanoma,miraclib,PBMC,yes
sample01830,nk_cell,17.81,melanoma,miraclib,PBMC,yes
sample01831,b_cell,7.21,melanoma,miraclib,PBMC,yes
sample01831,cd4_t_cell,30.1,melanoma,miraclib,PBMC,yes
sample01831,cd8_t_cell,28.14,melanoma,miraclib,PBMC,yes
sample01831,monocyte,18.1,melanoma,miraclib,PBMC,yes
sample01831,nk_cell,16.45,melanoma,miraclib,PBMC,yes
sample01832,b_cell,6.17,melanoma,miraclib,PBMC,yes
sample01832,cd4_t_cell,33.25,melanoma,miraclib,PBMC,yes
sample01832,cd8_t_cell,21.03,melanoma,miraclib,PBMC,yes
sample01832,monocyte,21.99,melanoma,miraclib,PBMC,yes
sample01832,nk_cell,17.57,melanoma,miraclib,PBMC,yes
sample01833,b_cell,10.65,melanoma,miraclib,PBMC,yes
sample01833,cd4_t_cell,35.67,melanoma,miraclib,PBMC,yes
sample01833,cd8_t_cell,22.18,melanoma,miraclib,PBMC,yes
sample01833,monocyte,18.73,melanoma,miraclib,PBMC,yes
sample01833,nk_cell,12.77,melanoma,miraclib,PBMC,yes
sample01834,b_cell,12.06,melanoma,miraclib,PBMC,yes
sample01834,cd4_t_cell,32.83,melanoma,miraclib,PBMC,yes
sample01834,cd8_t_cell,21.8,melanoma,miraclib,PBMC,yes
sample01834,monocyte,16.16,melanoma,miraclib,PBMC,yes
sample01834,nk_cell,17.14,melanoma,miraclib,PBMC,yes
sample01835,b_cell,14.72,melanoma,miraclib,PBMC,yes
sample01835,cd4_t_cell,37.3,melanoma,miraclib,PBMC,yes
sample01835,cd8_t_cell,23.06,melanoma,miraclib,PBMC,yes
sample01835,monocyte,14.82,melanoma,miraclib,PBMC,yes
sample01835,nk_cell,10.09,melanoma,miraclib,PBMC,yes
sample01848,b_cell,5.14,melanoma,miraclib,PBMC,no
sample01848,cd4_t_cell,25.99,melanoma,miraclib,PBMC,no
sample01848,cd8_t_cell,27.41,melanoma,miraclib,PBMC,no
sample01848,monocyte,24.54,melanoma,miraclib,PBMC,no
sample01848,nk_cell,16.93,melanoma,miraclib,PBMC,no
sample01849,b_cell,11.87,melanoma,miraclib,PBMC,no
sample01849,cd4_t_cell,27.94,melanoma,miraclib,PBMC,no
sample01849,cd8_t_cell,27.23,melanoma,miraclib,PBMC,no
sample01849,monocyte,15.76,melanoma,miraclib,PBMC,no
sample01849,nk_cell,17.19,melanoma,miraclib,PBMC,no
sample01850,b_cell,8.26,melanoma,miraclib,PBMC,no
sample01850,cd4_t_cell,29.13,melanoma,miraclib,PBMC,no
sample01850,cd8_t_cell,31.18,melanoma,miraclib,PBMC,no
sample01850,monocyte,21.69,melanoma,miraclib,PBMC,no
sample01850,nk_cell,9.74,melanoma,miraclib,PBMC,no
sample01866,b_cell,3.97,melanoma,miraclib,PBMC,no
sample01866,cd4_t_cell,32.54,melanoma,miraclib,PBMC,no
sample01866,cd8_t_cell,30.09,melanoma,miraclib,PBMC,no
sample01866,monocyte,19.23,melanoma,miraclib,PBMC,no
sample01866,nk_cell,14.18,melanoma,miraclib,PBMC,no
sample01867,b_cell,8.44,melanoma,miraclib,PBMC,no
sample01867,cd4_t_cell,28.7,melanoma,miraclib,PBMC,no
sample01867,cd8_t_cell,18.4,melanoma,miraclib,PBMC,no
sample01867,monocyte,24.19,melanoma,miraclib,PBMC,no
sample01867,nk_cell,20.27,melanoma,miraclib,PBMC,no
sample01868,b_cell,11.0,melanoma,miraclib,PBMC,no
sample01868,cd4_t_cell,31.27,melanoma,miraclib,PBMC,no
sample01868,cd8_t_cell,26.12,melanoma,miraclib,PBMC,no
sample01868,monocyte,17.65,melanoma,miraclib,PBMC,no
sample01868,nk_cell,13.97,melanoma,miraclib,PBMC,no
sample01875,b_cell,12.37,melanoma,miraclib,PBMC,no
sample01875,cd4_t_cell,26.38,melanoma,miraclib,PBMC,no
sample01875,cd8_t_cell,18.37,melanoma,miraclib,PBMC,no
sample01875,monocyte,25.03,melanoma,miraclib,PBMC,no
sample01875,nk_cell,17.85,melanoma,miraclib,PBMC,no
sample01876,b_cell,6.13,melanoma,miraclib,PBMC,no
sample01876,cd4_t_cell,26.4,melanoma,miraclib,PBMC,no
sample01876,cd8_t_cell,33.15,melanoma,miraclib,PBMC,no
sample01876,monocyte,19.47,melanoma,miraclib,PBMC,no
sample01876,nk_cell,14.85,melanoma,miraclib,PBMC,no
sample01877,b_cell,18.1,melanoma,miraclib,PBMC,no
sample01877,cd4_t_cell,20.22,melanoma,miraclib,PBMC,no
sample01877,cd8_t_cell,23.1,melanoma,miraclib,PBMC,no
sample01877,monocyte,23.62,melanoma,miraclib,PBMC,no
sample01877,nk_cell,14.95,melanoma,miraclib,PBMC,no
sample01881,b_cell,9.46,melanoma,miraclib,PBMC,yes
sample01881,cd4_t_cell,28.31,melanoma,miraclib,PBMC,yes
sample01881,cd8_t_cell,20.84,melanoma,miraclib,PBMC,yes
sample01881,monocyte,27.3,melanoma,miraclib,PBMC,yes
sample01881,nk_cell,14.09,melanoma,miraclib,PBMC,yes
sample01882,b_cell,5.6,melanoma,miraclib,PBMC,yes
sample01882,cd4_t_cell,43.99,melanoma,miraclib,PBMC,yes
sample01882,cd8_t_cell,20.29,melanoma,miraclib,PBMC,yes
sample01882,monocyte,21.95,melanoma,miraclib,PBMC,yes
sample01882,nk_cell,8.17,melanoma,miraclib,PBMC,yes
sample01883,b_cell,8.65,melanoma,miraclib,PBMC,yes
sample01883,cd4_t_cell,34.32,melanoma,miraclib,PBMC,yes
sample01883,cd8_t_cell,17.43,melanoma,miraclib,PBMC,yes
sample01883,monocyte,19.55,melanoma,miraclib,PBMC,yes
sample01883,nk_cell,20.05,melanoma,miraclib,PBMC,yes
sample01884,b_cell,12.77,melanoma,miraclib,PBMC,no
sample01884,cd4_t_cell,30.85,melanoma,miraclib,PBMC,no
sample01884,cd8_t_cell,18.76,melanoma,miraclib,PBMC,no
sample01884,monocyte,16.49,melanoma,miraclib,PBMC,no
sample01884,nk_cell,21.13,melanoma,miraclib,PBMC,no
sample01885,b_cell,13.84,melanoma,miraclib,PBMC,no
sample01885,cd4_t_cell,34.33,melanoma,miraclib,PBMC,no
sample01885,cd8_t_cell,22.95,melanoma,miraclib,PBMC,no
sample01885,monocyte,14.79,melanoma,miraclib,PBMC,no
sample01885,nk_cell,14.09,melanoma,miraclib,PBMC,no
sample01886,b_cell,8.56,melanoma,miraclib,PBMC,no
sample01886,cd4_t_cell,42.86,melanoma,miraclib,PBMC,no
sample01886,cd8_t_cell,23.09,melanoma,miraclib,PBMC,no
sample01886,monocyte,16.78,melanoma,miraclib,PBMC,no
sample01886,nk_cell,8.71,melanoma,miraclib,PBMC,no
sample01893,b_cell,9.08,melanoma,miraclib,PBMC,no
sample01893,cd4_t_cell,26.61,melanoma,miraclib,PBMC,no
sample01893,cd8_t_cell,23.18,melanoma,miraclib,PBMC,no
sample01893,monocyte,21.28,melanoma,miraclib,PBMC,no
sample01893,nk_cell,19.85,melanoma,miraclib,PBMC,no
sample01894,b_cell,10.25,melanoma,miraclib,PBMC,no
sample01894,cd4_t_cell,35.09,melanoma,miraclib,PBMC,no
sample01894,cd8_t_cell,17.82,melanoma,miraclib,PBMC,no
sample01894,monocyte,24.89,melanoma,miraclib,PBMC,no
sample01894,nk_cell,11.95,melanoma,miraclib,PBMC,no
sample01895,b_cell,19.13,melanoma,miraclib,PBMC,no
sample01895,cd4_t_cell,23.44,melanoma,miraclib,PBMC,no
sample01895,cd8_t_cell,20.66,melanoma,miraclib,PBMC,no
sample01895,monocyte,16.7,melanoma,miraclib,PBMC,no
sample01895,nk_cell,20.07,melanoma,miraclib,PBMC,no
sample01899,b_cell,10.99,melanoma,miraclib,PBMC,yes
sample01899,cd4_t_cell,36.03,melanoma,miraclib,PBMC,yes
sample01899,cd8_t_cell,14.73,melanoma,miraclib,PBMC,yes
sample01899,monocyte,22.23,melanoma,miraclib,PBMC,yes
sample01899,nk_cell,16.01,melanoma,miraclib,PBMC,yes
sample01900,b_cell,13.83,melanoma,miraclib,PBMC,yes
sample01900,cd4_t_cell,30.2,melanoma,miraclib,PBMC,yes
sample01900,cd8_t_cell,28.67,melanoma,miraclib,PBMC,yes
sample01900,monocyte,15.82,melanoma,miraclib,PBMC,yes
sample01900,nk_cell,11.48,melanoma,miraclib,PBMC,yes
sample01901,b_cell,5.85,melanoma,miraclib,PBMC,yes
sample01901,cd4_t_cell,38.71,melanoma,miraclib,PBMC,yes
sample01901,cd8_t_cell,24.27,melanoma,miraclib,PBMC,yes
sample01901,monocyte,18.23,melanoma,miraclib,PBMC,yes
sample01901,nk_cell,12.94,melanoma,miraclib,PBMC,yes
sample01914,b_cell,14.03,melanoma,miraclib,PBMC,no
sample01914,cd4_t_cell,34.43,melanoma,miraclib,PBMC,no
sample01914,cd8_t_cell,20.04,melanoma,miraclib,PBMC,no
sample01914,monocyte,19.07,melanoma,miraclib,PBMC,no
sample01914,nk_cell,12.42,melanoma,miraclib,PBMC,no
sample01915,b_cell,16.55,melanoma,miraclib,PBMC,no
sample01915,cd4_t_cell,23.33,melanoma,miraclib,PBMC,no
sample01915,cd8_t_cell,25.28,melanoma,miraclib,PBMC,no
sample01915,monocyte,12.29,melanoma,miraclib,PBMC,no
sample01915,nk_cell,22.55,melanoma,miraclib,PBMC,no
sample01916,b_cell,17.3,melanoma,miraclib,PBMC,no
sample01916,cd4_t_cell,31.21,melanoma,miraclib,PBMC,no
sample01916,cd8_t_cell,16.32,melanoma,miraclib,PBMC,no
sample01916,monocyte,22.04,melanoma,miraclib,PBMC,no
sample01916,nk_cell,13.13,melanoma,miraclib,PBMC,no
sample01926,b_cell,12.99,melanoma,miraclib,PBMC,no
sample01926,cd4_t_cell,36.13,melanoma,miraclib,PBMC,no
sample01926,cd8_t_cell,20.11,melanoma,miraclib,PBMC,no
sample01926,monocyte,19.1,melanoma,miraclib,PBMC,no
sample01926,nk_cell,11.67,melanoma,miraclib,PBMC,no
sample01927,b_cell,8.94,melanoma,miraclib,PBMC,no
sample01927,cd4_t_cell,29.12,melanoma,miraclib,PBMC,no
sample01927,cd8_t_cell,24.44,melanoma,miraclib,PBMC,no
sample01927,monocyte,21.83,melanoma,miraclib,PBMC,no
sample01927,nk_cell,15.67,melanoma,miraclib,PBMC,no
sample01928,b_cell,9.87,melanoma,miraclib,PBMC,no
sample01928,cd4_t_cell,29.67,melanoma,miraclib,PBMC,no
sample01928,cd8_t_cell,24.88,melanoma,miraclib,PBMC,no
sample01928,monocyte,18.12,melanoma,miraclib,PBMC,no
sample01928,nk_cell,17.47,melanoma,miraclib,PBMC,no
sample01932,b_cell,11.96,melanoma,miraclib,PBMC,no
sample01932,cd4_t_cell,22.5,melanoma,miraclib,PBMC,no
sample01932,cd8_t_cell,26.14,melanoma,miraclib,PBMC,no
sample01932,monocyte,19.34,melanoma,miraclib,PBMC,no
sample01932,nk_cell,20.06,melanoma,miraclib,PBMC,no
sample01933,b_cell,11.89,melanoma,miraclib,PBMC,no
sample01933,cd4_t_cell,29.41,melanoma,miraclib,PBMC,no
sample01933,cd8_t_cell,26.23,melanoma,miraclib,PBMC,no
sample01933,monocyte,19.88,melanoma,miraclib,PBMC,no
sample01933,nk_cell,12.59,melanoma,miraclib,PBMC,no
sample01934,b_cell,11.53,melanoma,miraclib,PBMC,no
sample01934,cd4_t_cell,35.83,melanoma,miraclib,PBMC,no
sample01934,cd8_t_cell,25.69,melanoma,miraclib,PBMC,no
sample01934,monocyte,15.38,melanoma,miraclib,PBMC,no
sample01934,nk_cell,11.57,melanoma,miraclib,PBMC,no
sample01962,b_cell,6.61,melanoma,miraclib,PBMC,yes
sample01962,cd4_t_cell,32.09,melanoma,miraclib,PBMC,yes
sample01962,cd8_t_cell,27.99,melanoma,miraclib,PBMC,yes
sample01962,monocyte,16.61,melanoma,miraclib,PBMC,yes
sample01962,nk_cell,16.7,melanoma,miraclib,PBMC,yes
sample01963,b_cell,6.42,melanoma,miraclib,PBMC,yes
sample01963,cd4_t_cell,43.75,melanoma,miraclib,PBMC,yes
sample01963,cd8_t_cell,19.69,melanoma,miraclib,PBMC,yes
sample01963,monocyte,16.54,melanoma,miraclib,PBMC,yes
sample01963,nk_cell,13.6,melanoma,miraclib,PBMC,yes
sample01964,b_cell,11.44,melanoma,miraclib,PBMC,yes
sample01964,cd4_t_cell,27.83,melanoma,miraclib,PBMC,yes
sample01964,cd8_t_cell,30.18,melanoma,miraclib,PBMC,yes
sample01964,monocyte,17.07,melanoma,miraclib,PBMC,yes
sample01964,nk_cell,13.48,melanoma,miraclib,PBMC,yes
sample01968,b_cell,9.07,melanoma,miraclib,PBMC,no
sample01968,cd4_t_cell,33.79,melanoma,miraclib,PBMC,no
sample01968,cd8_t_cell,21.26,melanoma,miraclib,PBMC,no
sample01968,monocyte,22.7,melanoma,miraclib,PBMC,no
sample01968,nk_cell,13.18,melanoma,miraclib,PBMC,no
sample01969,b_cell,9.31,melanoma,miraclib,PBMC,no
sample01969,cd4_t_cell,27.21,melanoma,miraclib,PBMC,no
sample01969,cd8_t_cell,23.92,melanoma,miraclib,PBMC,no
sample01969,monocyte,20.55,melanoma,miraclib,PBMC,no
sample01969,nk_cell,19.01,melanoma,miraclib,PBMC,no
sample01970,b_cell,4.99,melanoma,miraclib,PBMC,no
sample01970,cd4_t_cell,33.01,melanoma,miraclib,PBMC,no
sample01970,cd8_t_cell,33.77,melanoma,miraclib,PBMC,no
sample01970,monocyte,12.45,melanoma,miraclib,PBMC,no
sample01970,nk_cell,15.78,melanoma,miraclib,PBMC,no
sample01986,b_cell,9.64,melanoma,miraclib,PBMC,no
sample01986,cd4_t_cell,26.97,melanoma,miraclib,PBMC,no
sample01986,cd8_t_cell,23.33,melanoma,miraclib,PBMC,no
sample01986,monocyte,26.19,melanoma,miraclib,PBMC,no
sample01986,nk_cell,13.88,melanoma,miraclib,PBMC,no
sample01987,b_cell,12.57,melanoma,miraclib,PBMC,no
sample01987,cd4_t_cell,27.6,melanoma,miraclib,PBMC,no
sample01987,cd8_t_cell,15.63,melanoma,miraclib,PBMC,no
sample01987,monocyte,23.38,melanoma,miraclib,PBMC,no
sample01987,nk_cell,20.81,melanoma,miraclib,PBMC,no
sample01988,b_cell,10.72,melanoma,miraclib,PBMC,no
sample01988,cd4_t_cell,32.54,melanoma,miraclib,PBMC,no
sample01988,cd8_t_cell,20.71,melanoma,miraclib,PBMC,no
sample01988,monocyte,18.94,melanoma,miraclib,PBMC,no
sample01988,nk_cell,17.09,melanoma,miraclib,PBMC,no
sample01992,b_cell,5.58,melanoma,miraclib,PBMC,no
sample01992,cd4_t_cell,26.13,melanoma,miraclib,PBMC,no
sample01992,cd8_t_cell,29.34,melanoma,miraclib,PBMC,no
sample01992,monocyte,19.94,melanoma,miraclib,PBMC,no
sample01992,nk_cell,19.01,melanoma,miraclib,PBMC,no
sample01993,b_cell,7.93,melanoma,miraclib,PBMC,no
